pert_iname,n_cell_lines,cell_lines,n_total_signatures
pelitinib,6,"['BT20', 'HS578T', 'MCF10A', 'MCF7', 'MDAMB231', 'SKBR3']",48
BRD-K79064338,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K95776192,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K79615119,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K14989056,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",13
BRD-K14886982,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K14433433,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K15950605,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K15328325,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K15233676,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K15179096,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K84653575,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K84636160,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K84536720,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K15752270,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K16323731,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K16257790,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K16173196,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K15804688,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K15790516,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K16561280,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K95913445,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K95891443,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K95419055,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K95411194,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K79355010,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K79326278,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K16464815,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K16050964,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K87838816,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
nintedanib,6,"['BT20', 'HS578T', 'MCF10A', 'MCF7', 'MDAMB231', 'SKBR3']",48
BRD-K16993590,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K17401882,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K96385755,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K91487294,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K16811158,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K87520488,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K17630163,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K16970289,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K16950565,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K16930636,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K17750548,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K17288883,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K17741643,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K18415753,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K17565092,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K18400716,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K18337230,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K18639483,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K18293432,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K18238232,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K84770507,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K91771673,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K91729331,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K91686310,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K96309168,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K79131144,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K84240784,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K84218095,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K87779450,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K19549666,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K19971276,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
methiazole,6,"['HA1E', 'HS27A', 'MCF7', 'PC3', 'SKM1', 'U937']",24
BRD-K19534956,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K20139170,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K96555842,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K78914942,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K91390083,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K81417919,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K19818442,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K19764902,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K19689423,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K19642661,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",13
BRD-K20281332,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K20192397,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K19914944,6,"['A549', 'HEPG2', 'HT29', 'HUH7', 'PHH', 'VCAP']",18
BRD-K20531360,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K20501513,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K20433775,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K20876879,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K20761826,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K88069074,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K96640402,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K78544941,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K78487432,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K78483792,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K96625837,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K88522059,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K20949245,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K21389281,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K21152218,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K21658057,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K21642343,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K21827358,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K22450189,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K22211348,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K22854900,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K22847783,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K22828548,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K22787051,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K22657795,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K96903074,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K78316354,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K23117210,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K23060602,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K22951866,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K22937431,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K84455184,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K84157702,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K84109969,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K84039354,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",13
BRD-K88617912,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K23897615,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K97357148,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K77983109,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K77939573,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K77922066,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K77909743,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K97194666,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K23370299,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K23287115,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K23263381,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K88243749,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K24391905,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K23618054,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
ibrutinib,6,"['BT20', 'HS578T', 'MCF10A', 'MCF7', 'MDAMB231', 'SKBR3']",48
BRD-K23961390,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
BRD-K24565544,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K24855340,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K24026396,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K24776959,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K24769439,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K24717178,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K97595524,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K98044070,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K97981711,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K97961692,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K97481123,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K25159388,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K24992843,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K24991044,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K25351202,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K25775504,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",9
BRD-K25604127,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K25902954,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K25870200,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K24932095,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K26258603,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K77741497,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K77705921,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K97894266,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K97860318,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K97671879,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K25997353,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K25991572,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K26631510,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K26583430,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
foretinib,6,"['BT20', 'HS578T', 'MCF10A', 'MCF7', 'MDAMB231', 'SKBR3']",48
BRD-K27198330,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K27173348,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K27161555,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K83826027,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K78099132,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K88821227,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K27915767,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K27475558,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K27429081,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K88616704,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K28484895,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K28460793,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K27671514,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",9
BRD-K27622534,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K28001518,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K28667054,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K29162128,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K28282432,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K28497936,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K77786391,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K77774562,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K99020117,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K77326001,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K29451642,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K28918096,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K28883735,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K28772322,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",9
BRD-K28743085,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K29253390,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K29953802,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K29360016,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K29326853,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K29286627,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K29256470,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K30393343,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
BRD-K30371494,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K30309936,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K76859558,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K76850979,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K99395085,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K30697829,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K30684242,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
doramapimod,6,"['BT20', 'HS578T', 'MCF10A', 'MCF7', 'MDAMB231', 'SKBR3']",48
BRD-K31042955,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K30940328,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K30934390,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",10
BRD-K31566137,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K31485493,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K31415071,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K89144439,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",10
BRD-K89010697,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K31697605,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K31329249,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K31315646,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",14
BRD-K99103407,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K76438898,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K77287734,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K77006185,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K88748878,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K32330804,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K32320888,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K31883841,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K31877241,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K31830662,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K31826120,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K31822300,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K32444480,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K76915833,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",12
BRD-K99958302,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K99902401,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K32931486,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K31999759,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K31998493,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K33215066,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K33005877,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K33979365,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K32897268,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K34547533,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K34545522,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",9
BRD-K34516743,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K34981405,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K33776933,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K34798063,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K35158088,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K35090513,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K35060373,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K35558120,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K83859302,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K89344180,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K89288521,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K89185880,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
BRD-K35510956,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K35418438,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K35371149,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K36654803,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K36130407,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K36048022,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K36284700,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K36226647,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",9
BRD-K36206486,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K36177038,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K36165258,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K37340147,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K37322457,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K36596997,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K36466190,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K37631226,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K37495811,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K37459628,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K37849751,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K38313084,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K38126560,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K38103660,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K38571337,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K38546320,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",6
BRD-K38459107,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K76369294,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K76352755,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K76352008,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",7
BRD-K76318793,6,"['A375', 'A549', 'HT29', 'MCF7', 'PC3', 'VCAP']",11
